Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.070944	0	0	0	LastDelay	0.070944	70944	1	1
0.070944	0	0	0	FullDelay	0.070944	70944	1	1
0.0796168	1	0	0	LastDelay	0.0796168	79616.8	1	1
0.0796168	1	0	0	FullDelay	0.0796168	79616.8	1	1
0.0882888	1	0	1	LastDelay	0.0782888	78288.8	1	1
0.0882888	1	0	1	FullDelay	0.0782888	78288.8	1	1
0.096952	0	0	1	LastDelay	0.076952	76952	1	1
0.096952	0	0	1	FullDelay	0.076952	76952	1	1
0.105625	1	0	2	LastDelay	0.0856248	85624.8	1	1
0.105625	1	0	2	FullDelay	0.0856248	85624.8	1	1
0.114297	1	0	3	LastDelay	0.0842968	84296.8	1	1
0.114297	1	0	3	FullDelay	0.0842968	84296.8	1	1
0.12296	0	0	2	LastDelay	0.08296	82960	1	1
0.12296	0	0	2	FullDelay	0.08296	82960	1	1
0.131633	1	0	4	LastDelay	0.0916328	91632.8	1	1
0.131633	1	0	4	FullDelay	0.0916328	91632.8	1	1
0.140305	1	0	5	LastDelay	0.0903048	90304.8	1	1
0.140305	1	0	5	FullDelay	0.0903048	90304.8	1	1
0.148968	0	0	3	LastDelay	0.088968	88968	1	1
0.148968	0	0	3	FullDelay	0.088968	88968	1	1
0.157641	1	0	6	LastDelay	0.0976408	97640.8	1	1
0.157641	1	0	6	FullDelay	0.0976408	97640.8	1	1
0.166313	1	0	7	LastDelay	0.0963128	96312.8	1	1
0.166313	1	0	7	FullDelay	0.0963128	96312.8	1	1
0.174976	0	0	4	LastDelay	0.094976	94976	1	1
0.174976	0	0	4	FullDelay	0.094976	94976	1	1
0.183649	1	0	8	LastDelay	0.103649	103649	1	1
0.183649	1	0	8	FullDelay	0.103649	103649	1	1
0.192321	1	0	9	LastDelay	0.102321	102321	1	1
0.192321	1	0	9	FullDelay	0.102321	102321	1	1
0.200984	0	0	5	LastDelay	0.100984	100984	1	1
0.200984	0	0	5	FullDelay	0.100984	100984	1	1
0.209657	1	0	10	LastDelay	0.109657	109657	1	1
0.209657	1	0	10	FullDelay	0.109657	109657	1	1
0.218329	1	0	11	LastDelay	0.108329	108329	1	1
0.218329	1	0	11	FullDelay	0.108329	108329	1	1
0.227001	1	0	12	LastDelay	0.107001	107001	1	1
0.227001	1	0	12	FullDelay	0.107001	107001	1	1
0.235664	0	0	6	LastDelay	0.115664	115664	1	1
0.235664	0	0	6	FullDelay	0.115664	115664	1	1
0.244337	1	0	13	LastDelay	0.114337	114337	1	1
0.244337	1	0	13	FullDelay	0.114337	114337	1	1
0.253	0	0	7	LastDelay	0.113	113000	1	1
0.253	0	0	7	FullDelay	0.113	113000	1	1
0.261673	1	0	14	LastDelay	0.121673	121673	1	1
0.261673	1	0	14	FullDelay	0.121673	121673	1	1
0.270345	1	0	15	LastDelay	0.120345	120345	1	1
0.270345	1	0	15	FullDelay	0.120345	120345	1	1
0.279008	0	0	8	LastDelay	0.119008	119008	1	1
0.279008	0	0	8	FullDelay	0.119008	119008	1	1
0.287681	1	0	16	LastDelay	0.127681	127681	1	1
0.287681	1	0	16	FullDelay	0.127681	127681	1	1
0.296353	1	0	17	LastDelay	0.126353	126353	1	1
0.296353	1	0	17	FullDelay	0.126353	126353	1	1
0.305016	0	0	9	LastDelay	0.125016	125016	1	1
0.305016	0	0	9	FullDelay	0.125016	125016	1	1
0.313689	1	0	18	LastDelay	0.133689	133689	1	1
0.313689	1	0	18	FullDelay	0.133689	133689	1	1
0.322361	1	0	19	LastDelay	0.132361	132361	1	1
0.322361	1	0	19	FullDelay	0.132361	132361	1	1
0.331024	0	0	10	LastDelay	0.131024	131024	1	1
0.331024	0	0	10	FullDelay	0.131024	131024	1	1
0.339697	1	0	20	LastDelay	0.139697	139697	1	1
0.339697	1	0	20	FullDelay	0.139697	139697	1	1
0.348369	1	0	21	LastDelay	0.138369	138369	1	1
0.348369	1	0	21	FullDelay	0.138369	138369	1	1
0.357032	0	0	11	LastDelay	0.137032	137032	1	1
0.357032	0	0	11	FullDelay	0.137032	137032	1	1
0.365705	1	0	22	LastDelay	0.145705	145705	1	1
0.365705	1	0	22	FullDelay	0.145705	145705	1	1
0.374377	1	0	23	LastDelay	0.144377	144377	1	1
0.374377	1	0	23	FullDelay	0.144377	144377	1	1
0.383049	1	0	24	LastDelay	0.143049	143049	1	1
0.383049	1	0	24	FullDelay	0.143049	143049	1	1
0.391712	0	0	12	LastDelay	0.151712	151712	1	1
0.391712	0	0	12	FullDelay	0.151712	151712	1	1
0.400385	1	0	25	LastDelay	0.150385	150385	1	1
0.400385	1	0	25	FullDelay	0.150385	150385	1	1
0.409048	0	0	13	LastDelay	0.149048	149048	1	1
0.409048	0	0	13	FullDelay	0.149048	149048	1	1
0.417721	1	0	26	LastDelay	0.157721	157721	1	1
0.417721	1	0	26	FullDelay	0.157721	157721	1	1
0.426393	1	0	27	LastDelay	0.156393	156393	1	1
0.426393	1	0	27	FullDelay	0.156393	156393	1	1
0.435056	0	0	14	LastDelay	0.155056	155056	1	1
0.435056	0	0	14	FullDelay	0.155056	155056	1	1
0.443729	1	0	28	LastDelay	0.163729	163729	1	1
0.443729	1	0	28	FullDelay	0.163729	163729	1	1
0.452401	1	0	29	LastDelay	0.162401	162401	1	1
0.452401	1	0	29	FullDelay	0.162401	162401	1	1
0.461064	0	0	15	LastDelay	0.161064	161064	1	1
0.461064	0	0	15	FullDelay	0.161064	161064	1	1
0.469737	1	0	30	LastDelay	0.169737	169737	1	1
0.469737	1	0	30	FullDelay	0.169737	169737	1	1
0.478409	1	0	31	LastDelay	0.168409	168409	1	1
0.478409	1	0	31	FullDelay	0.168409	168409	1	1
0.487072	0	0	16	LastDelay	0.167072	167072	1	1
0.487072	0	0	16	FullDelay	0.167072	167072	1	1
0.495745	1	0	32	LastDelay	0.175745	175745	1	1
0.495745	1	0	32	FullDelay	0.175745	175745	1	1
0.504417	1	0	33	LastDelay	0.174417	174417	1	1
0.504417	1	0	33	FullDelay	0.174417	174417	1	1
0.51308	0	0	17	LastDelay	0.17308	173080	1	1
0.51308	0	0	17	FullDelay	0.17308	173080	1	1
0.521753	1	0	34	LastDelay	0.181753	181753	1	1
0.521753	1	0	34	FullDelay	0.181753	181753	1	1
0.530425	1	0	35	LastDelay	0.180425	180425	1	1
0.530425	1	0	35	FullDelay	0.180425	180425	1	1
0.539088	0	0	18	LastDelay	0.179088	179088	1	1
0.539088	0	0	18	FullDelay	0.179088	179088	1	1
0.547761	1	0	36	LastDelay	0.187761	187761	1	1
0.547761	1	0	36	FullDelay	0.187761	187761	1	1
0.556433	1	0	37	LastDelay	0.186433	186433	1	1
0.556433	1	0	37	FullDelay	0.186433	186433	1	1
0.565096	0	0	19	LastDelay	0.185096	185096	1	1
0.565096	0	0	19	FullDelay	0.185096	185096	1	1
0.573809	1	0	38	LastDelay	0.193809	193809	1	1
0.573809	1	0	38	FullDelay	0.193809	193809	1	1
0.582481	1	0	39	LastDelay	0.192481	192481	1	1
0.582481	1	0	39	FullDelay	0.192481	192481	1	1
0.591144	0	0	20	LastDelay	0.191144	191144	1	1
0.591144	0	0	20	FullDelay	0.191144	191144	1	1
0.599817	1	0	40	LastDelay	0.199817	199817	1	1
0.599817	1	0	40	FullDelay	0.199817	199817	1	1
0.608489	1	0	41	LastDelay	0.198489	198489	1	1
0.608489	1	0	41	FullDelay	0.198489	198489	1	1
0.617152	0	0	21	LastDelay	0.197152	197152	1	1
0.617152	0	0	21	FullDelay	0.197152	197152	1	1
0.625825	1	0	42	LastDelay	0.205825	205825	1	1
0.625825	1	0	42	FullDelay	0.205825	205825	1	1
0.634497	1	0	43	LastDelay	0.204497	204497	1	1
0.634497	1	0	43	FullDelay	0.204497	204497	1	1
0.64316	0	0	22	LastDelay	0.20316	203160	1	1
0.64316	0	0	22	FullDelay	0.20316	203160	1	1
0.651833	1	0	44	LastDelay	0.211833	211833	1	1
0.651833	1	0	44	FullDelay	0.211833	211833	1	1
0.660505	1	0	45	LastDelay	0.210505	210505	1	1
0.660505	1	0	45	FullDelay	0.210505	210505	1	1
0.669168	0	0	23	LastDelay	0.209168	209168	1	1
0.669168	0	0	23	FullDelay	0.209168	209168	1	1
0.677841	1	0	46	LastDelay	0.217841	217841	1	1
0.677841	1	0	46	FullDelay	0.217841	217841	1	1
0.686513	1	0	47	LastDelay	0.216513	216513	1	1
0.686513	1	0	47	FullDelay	0.216513	216513	1	1
0.695176	0	0	24	LastDelay	0.215176	215176	1	1
0.695176	0	0	24	FullDelay	0.215176	215176	1	1
0.703889	1	0	48	LastDelay	0.223889	223889	1	1
0.703889	1	0	48	FullDelay	0.223889	223889	1	1
0.712561	1	0	49	LastDelay	0.222561	222561	1	1
0.712561	1	0	49	FullDelay	0.222561	222561	1	1
0.721224	0	0	25	LastDelay	0.221224	221224	1	1
0.721224	0	0	25	FullDelay	0.221224	221224	1	1
0.729897	1	0	50	LastDelay	0.229897	229897	1	1
0.729897	1	0	50	FullDelay	0.229897	229897	1	1
0.738569	1	0	51	LastDelay	0.228569	228569	1	1
0.738569	1	0	51	FullDelay	0.228569	228569	1	1
0.747232	0	0	26	LastDelay	0.227232	227232	1	1
0.747232	0	0	26	FullDelay	0.227232	227232	1	1
0.755905	1	0	52	LastDelay	0.235905	235905	1	1
0.755905	1	0	52	FullDelay	0.235905	235905	1	1
0.764577	1	0	53	LastDelay	0.234577	234577	1	1
0.764577	1	0	53	FullDelay	0.234577	234577	1	1
0.77324	0	0	27	LastDelay	0.23324	233240	1	1
0.77324	0	0	27	FullDelay	0.23324	233240	1	1
0.781913	1	0	54	LastDelay	0.241913	241913	1	1
0.781913	1	0	54	FullDelay	0.241913	241913	1	1
0.790585	1	0	55	LastDelay	0.240585	240585	1	1
0.790585	1	0	55	FullDelay	0.240585	240585	1	1
0.799248	0	0	28	LastDelay	0.239248	239248	1	1
0.799248	0	0	28	FullDelay	0.239248	239248	1	1
0.807921	1	0	57	LastDelay	0.237921	237921	1	1
0.807921	1	0	57	FullDelay	0.237921	237921	1	1
0.816584	0	0	29	LastDelay	0.236584	236584	1	1
0.816584	0	0	29	FullDelay	0.236584	236584	1	1
0.825257	1	0	59	LastDelay	0.235257	235257	1	1
0.825257	1	0	59	FullDelay	0.235257	235257	1	1
0.833929	1	0	60	LastDelay	0.233929	233929	1	1
0.833929	1	0	60	FullDelay	0.233929	233929	1	1
0.842592	0	0	30	LastDelay	0.242592	242592	1	1
0.842592	0	0	30	FullDelay	0.242592	242592	1	1
0.851265	1	0	61	LastDelay	0.241265	241265	1	1
0.851265	1	0	61	FullDelay	0.241265	241265	1	1
0.859928	0	0	31	LastDelay	0.239928	239928	1	1
0.859928	0	0	31	FullDelay	0.239928	239928	1	1
0.868601	1	0	63	LastDelay	0.238601	238601	1	1
0.868601	1	0	63	FullDelay	0.238601	238601	1	1
0.877264	0	0	32	LastDelay	0.237264	237264	1	1
0.877264	0	0	32	FullDelay	0.237264	237264	1	1
0.885937	1	0	65	LastDelay	0.235937	235937	1	1
0.885937	1	0	65	FullDelay	0.235937	235937	1	1
0.89464	0	0	33	LastDelay	0.23464	234640	1	1
0.89464	0	0	33	FullDelay	0.23464	234640	1	1
0.903313	1	0	66	LastDelay	0.243313	243313	1	1
0.903313	1	0	66	FullDelay	0.243313	243313	1	1
0.911985	1	0	67	LastDelay	0.241985	241985	1	1
0.911985	1	0	67	FullDelay	0.241985	241985	1	1
0.920648	0	0	34	LastDelay	0.240648	240648	1	1
0.920648	0	0	34	FullDelay	0.240648	240648	1	1
0.929321	1	0	69	LastDelay	0.239321	239321	1	1
0.929321	1	0	69	FullDelay	0.239321	239321	1	1
0.937984	0	0	35	LastDelay	0.237984	237984	1	1
0.937984	0	0	35	FullDelay	0.237984	237984	1	1
0.946697	1	0	71	LastDelay	0.236697	236697	1	1
0.946697	1	0	71	FullDelay	0.236697	236697	1	1
0.95536	0	0	36	LastDelay	0.23536	235360	1	1
0.95536	0	0	36	FullDelay	0.23536	235360	1	1
0.964033	1	0	72	LastDelay	0.244033	244033	1	1
0.964033	1	0	72	FullDelay	0.244033	244033	1	1
0.972705	1	0	73	LastDelay	0.242705	242705	1	1
0.972705	1	0	73	FullDelay	0.242705	242705	1	1
0.981368	0	0	37	LastDelay	0.241368	241368	1	1
0.981368	0	0	37	FullDelay	0.241368	241368	1	1
0.990041	1	0	75	LastDelay	0.240041	240041	1	1
0.990041	1	0	75	FullDelay	0.240041	240041	1	1
0.998744	0	0	38	LastDelay	0.238744	238744	1	1
0.998744	0	0	38	FullDelay	0.238744	238744	1	1
1.00742	1	0	77	LastDelay	0.237417	237417	1	1
1.00742	1	0	77	FullDelay	0.237417	237417	1	1
1.01608	0	0	39	LastDelay	0.23608	236080	1	1
1.01608	0	0	39	FullDelay	0.23608	236080	1	1
1.02475	1	0	78	LastDelay	0.244753	244753	1	1
1.02475	1	0	78	FullDelay	0.244753	244753	1	1
1.03342	1	0	79	LastDelay	0.243425	243425	1	1
1.03342	1	0	79	FullDelay	0.243425	243425	1	1
1.04209	0	0	40	LastDelay	0.242088	242088	1	1
1.04209	0	0	40	FullDelay	0.242088	242088	1	1
1.0508	1	0	81	LastDelay	0.240801	240801	1	1
1.0508	1	0	81	FullDelay	0.240801	240801	1	1
1.05946	0	0	41	LastDelay	0.239464	239464	1	1
1.05946	0	0	41	FullDelay	0.239464	239464	1	1
1.06814	1	0	83	LastDelay	0.238137	238137	1	1
1.06814	1	0	83	FullDelay	0.238137	238137	1	1
1.0768	0	0	42	LastDelay	0.2368	236800	1	1
1.0768	0	0	42	FullDelay	0.2368	236800	1	1
1.08551	1	0	85	LastDelay	0.235513	235513	1	1
1.08551	1	0	85	FullDelay	0.235513	235513	1	1
1.09418	0	0	43	LastDelay	0.234176	234176	1	1
1.09418	0	0	43	FullDelay	0.234176	234176	1	1
1.10285	1	0	86	LastDelay	0.242849	242849	1	1
1.10285	1	0	86	FullDelay	0.242849	242849	1	1
1.11152	1	0	87	LastDelay	0.241521	241521	1	1
1.11152	1	0	87	FullDelay	0.241521	241521	1	1
1.12018	0	0	44	LastDelay	0.240184	240184	1	1
1.12018	0	0	44	FullDelay	0.240184	240184	1	1
1.1289	1	0	89	LastDelay	0.238897	238897	1	1
1.1289	1	0	89	FullDelay	0.238897	238897	1	1
1.13756	0	0	45	LastDelay	0.23756	237560	1	1
1.13756	0	0	45	FullDelay	0.23756	237560	1	1
1.14623	1	0	91	LastDelay	0.236233	236233	1	1
1.14623	1	0	91	FullDelay	0.236233	236233	1	1
1.15494	0	0	46	LastDelay	0.234936	234936	1	1
1.15494	0	0	46	FullDelay	0.234936	234936	1	1
1.16361	1	0	92	LastDelay	0.243609	243609	1	1
1.16361	1	0	92	FullDelay	0.243609	243609	1	1
1.17228	1	0	93	LastDelay	0.242281	242281	1	1
1.17228	1	0	93	FullDelay	0.242281	242281	1	1
1.18094	0	0	47	LastDelay	0.240944	240944	1	1
1.18094	0	0	47	FullDelay	0.240944	240944	1	1
1.18962	1	0	95	LastDelay	0.239617	239617	1	1
1.18962	1	0	95	FullDelay	0.239617	239617	1	1
1.19832	0	0	48	LastDelay	0.23832	238320	1	1
1.19832	0	0	48	FullDelay	0.23832	238320	1	1
1.20699	1	0	97	LastDelay	0.236993	236993	1	1
1.20699	1	0	97	FullDelay	0.236993	236993	1	1
1.21566	0	0	49	LastDelay	0.235656	235656	1	1
1.21566	0	0	49	FullDelay	0.235656	235656	1	1
1.22433	1	0	98	LastDelay	0.244329	244329	1	1
1.22433	1	0	98	FullDelay	0.244329	244329	1	1
1.23304	1	0	99	LastDelay	0.243041	243041	1	1
1.23304	1	0	99	FullDelay	0.243041	243041	1	1
1.2417	0	0	50	LastDelay	0.241704	241704	1	1
1.2417	0	0	50	FullDelay	0.241704	241704	1	1
1.25038	1	0	101	LastDelay	0.240377	240377	1	1
1.25038	1	0	101	FullDelay	0.240377	240377	1	1
1.25908	0	0	51	LastDelay	0.23908	239080	1	1
1.25908	0	0	51	FullDelay	0.23908	239080	1	1
1.26775	1	0	103	LastDelay	0.237753	237753	1	1
1.26775	1	0	103	FullDelay	0.237753	237753	1	1
1.27642	0	0	52	LastDelay	0.236416	236416	1	1
1.27642	0	0	52	FullDelay	0.236416	236416	1	1
1.28509	1	0	104	LastDelay	0.245089	245089	1	1
1.28509	1	0	104	FullDelay	0.245089	245089	1	1
1.2938	1	0	105	LastDelay	0.243801	243801	1	1
1.2938	1	0	105	FullDelay	0.243801	243801	1	1
1.30246	0	0	53	LastDelay	0.242464	242464	1	1
1.30246	0	0	53	FullDelay	0.242464	242464	1	1
1.31118	1	0	107	LastDelay	0.241177	241177	1	1
1.31118	1	0	107	FullDelay	0.241177	241177	1	1
1.31984	0	0	54	LastDelay	0.23984	239840	1	1
1.31984	0	0	54	FullDelay	0.23984	239840	1	1
1.32851	1	0	109	LastDelay	0.238513	238513	1	1
1.32851	1	0	109	FullDelay	0.238513	238513	1	1
1.33722	0	0	55	LastDelay	0.237216	237216	1	1
1.33722	0	0	55	FullDelay	0.237216	237216	1	1
1.34589	1	0	111	LastDelay	0.235889	235889	1	1
1.34589	1	0	111	FullDelay	0.235889	235889	1	1
1.35455	0	0	56	LastDelay	0.234552	234552	1	1
1.35455	0	0	56	FullDelay	0.234552	234552	1	1
1.36322	1	0	112	LastDelay	0.243225	243225	1	1
1.36322	1	0	112	FullDelay	0.243225	243225	1	1
1.37194	1	0	113	LastDelay	0.241937	241937	1	1
1.37194	1	0	113	FullDelay	0.241937	241937	1	1
1.3806	0	0	57	LastDelay	0.2406	240600	1	1
1.3806	0	0	57	FullDelay	0.2406	240600	1	1
1.38931	1	0	115	LastDelay	0.239313	239313	1	1
1.38931	1	0	115	FullDelay	0.239313	239313	1	1
1.39798	0	0	58	LastDelay	0.237976	237976	1	1
1.39798	0	0	58	FullDelay	0.237976	237976	1	1
1.40665	1	0	117	LastDelay	0.236649	236649	1	1
1.40665	1	0	117	FullDelay	0.236649	236649	1	1
1.41535	0	0	59	LastDelay	0.235352	235352	1	1
1.41535	0	0	59	FullDelay	0.235352	235352	1	1
1.42402	1	0	118	LastDelay	0.244025	244025	1	1
1.42402	1	0	118	FullDelay	0.244025	244025	1	1
1.4327	1	0	119	LastDelay	0.242697	242697	1	1
1.4327	1	0	119	FullDelay	0.242697	242697	1	1
1.4414	0	0	60	LastDelay	0.2414	241400	1	1
1.4414	0	0	60	FullDelay	0.2414	241400	1	1
1.45007	1	0	121	LastDelay	0.240073	240073	1	1
1.45007	1	0	121	FullDelay	0.240073	240073	1	1
1.45878	0	0	61	LastDelay	0.238776	238776	1	1
1.45878	0	0	61	FullDelay	0.238776	238776	1	1
1.46745	1	0	123	LastDelay	0.237449	237449	1	1
1.46745	1	0	123	FullDelay	0.237449	237449	1	1
1.47611	0	0	62	LastDelay	0.236112	236112	1	1
1.47611	0	0	62	FullDelay	0.236112	236112	1	1
1.48482	1	0	124	LastDelay	0.244825	244825	1	1
1.48482	1	0	124	FullDelay	0.244825	244825	1	1
1.4935	1	0	125	LastDelay	0.243497	243497	1	1
1.4935	1	0	125	FullDelay	0.243497	243497	1	1
1.50216	0	0	63	LastDelay	0.24216	242160	1	1
1.50216	0	0	63	FullDelay	0.24216	242160	1	1
1.51087	1	0	127	LastDelay	0.240873	240873	1	1
1.51087	1	0	127	FullDelay	0.240873	240873	1	1
1.51954	0	0	64	LastDelay	0.239536	239536	1	1
1.51954	0	0	64	FullDelay	0.239536	239536	1	1
1.52825	1	0	129	LastDelay	0.238249	238249	1	1
1.52825	1	0	129	FullDelay	0.238249	238249	1	1
1.53691	0	0	65	LastDelay	0.236912	236912	1	1
1.53691	0	0	65	FullDelay	0.236912	236912	1	1
1.54562	1	0	131	LastDelay	0.235625	235625	1	1
1.54562	1	0	131	FullDelay	0.235625	235625	1	1
1.55429	0	0	66	LastDelay	0.234288	234288	1	1
1.55429	0	0	66	FullDelay	0.234288	234288	1	1
1.56296	1	0	132	LastDelay	0.242961	242961	1	1
1.56296	1	0	132	FullDelay	0.242961	242961	1	1
1.57167	1	0	133	LastDelay	0.241673	241673	1	1
1.57167	1	0	133	FullDelay	0.241673	241673	1	1
1.58034	0	0	67	LastDelay	0.240336	240336	1	1
1.58034	0	0	67	FullDelay	0.240336	240336	1	1
1.58905	1	0	135	LastDelay	0.239049	239049	1	1
1.58905	1	0	135	FullDelay	0.239049	239049	1	1
1.59771	0	0	68	LastDelay	0.237712	237712	1	1
1.59771	0	0	68	FullDelay	0.237712	237712	1	1
1.60642	1	0	137	LastDelay	0.236425	236425	1	1
1.60642	1	0	137	FullDelay	0.236425	236425	1	1
1.61509	0	0	69	LastDelay	0.235088	235088	1	1
1.61509	0	0	69	FullDelay	0.235088	235088	1	1
1.62376	1	0	138	LastDelay	0.243761	243761	1	1
1.62376	1	0	138	FullDelay	0.243761	243761	1	1
1.63247	1	0	139	LastDelay	0.242473	242473	1	1
1.63247	1	0	139	FullDelay	0.242473	242473	1	1
1.64114	0	0	70	LastDelay	0.241136	241136	1	1
1.64114	0	0	70	FullDelay	0.241136	241136	1	1
1.64985	1	0	141	LastDelay	0.239849	239849	1	1
1.64985	1	0	141	FullDelay	0.239849	239849	1	1
1.65851	0	0	71	LastDelay	0.238512	238512	1	1
1.65851	0	0	71	FullDelay	0.238512	238512	1	1
1.66722	1	0	143	LastDelay	0.237225	237225	1	1
1.66722	1	0	143	FullDelay	0.237225	237225	1	1
1.67593	0	0	72	LastDelay	0.235928	235928	1	1
1.67593	0	0	72	FullDelay	0.235928	235928	1	1
1.6846	1	0	144	LastDelay	0.244601	244601	1	1
1.6846	1	0	144	FullDelay	0.244601	244601	1	1
1.69327	1	0	145	LastDelay	0.243273	243273	1	1
1.69327	1	0	145	FullDelay	0.243273	243273	1	1
1.70198	0	0	73	LastDelay	0.241976	241976	1	1
1.70198	0	0	73	FullDelay	0.241976	241976	1	1
1.71065	1	0	147	LastDelay	0.240649	240649	1	1
1.71065	1	0	147	FullDelay	0.240649	240649	1	1
1.71935	0	0	74	LastDelay	0.239352	239352	1	1
1.71935	0	0	74	FullDelay	0.239352	239352	1	1
1.72802	1	0	149	LastDelay	0.238025	238025	1	1
1.72802	1	0	149	FullDelay	0.238025	238025	1	1
1.73673	0	0	75	LastDelay	0.236728	236728	1	1
1.73673	0	0	75	FullDelay	0.236728	236728	1	1
1.7454	1	0	150	LastDelay	0.245401	245401	1	1
1.7454	1	0	150	FullDelay	0.245401	245401	1	1
1.75411	1	0	151	LastDelay	0.244113	244113	1	1
1.75411	1	0	151	FullDelay	0.244113	244113	1	1
1.76278	0	0	76	LastDelay	0.242776	242776	1	1
1.76278	0	0	76	FullDelay	0.242776	242776	1	1
1.77149	1	0	153	LastDelay	0.241489	241489	1	1
1.77149	1	0	153	FullDelay	0.241489	241489	1	1
1.78015	0	0	77	LastDelay	0.240152	240152	1	1
1.78015	0	0	77	FullDelay	0.240152	240152	1	1
1.78886	1	0	155	LastDelay	0.238865	238865	1	1
1.78886	1	0	155	FullDelay	0.238865	238865	1	1
1.79757	0	0	78	LastDelay	0.237568	237568	1	1
1.79757	0	0	78	FullDelay	0.237568	237568	1	1
1.80624	1	0	157	LastDelay	0.236241	236241	1	1
1.80624	1	0	157	FullDelay	0.236241	236241	1	1
1.81494	0	0	79	LastDelay	0.234944	234944	1	1
1.81494	0	0	79	FullDelay	0.234944	234944	1	1
1.82362	1	0	158	LastDelay	0.243617	243617	1	1
1.82362	1	0	158	FullDelay	0.243617	243617	1	1
1.83229	1	0	159	LastDelay	0.242289	242289	1	1
1.83229	1	0	159	FullDelay	0.242289	242289	1	1
1.84099	0	0	80	LastDelay	0.240992	240992	1	1
1.84099	0	0	80	FullDelay	0.240992	240992	1	1
1.8497	1	0	161	LastDelay	0.239705	239705	1	1
1.8497	1	0	161	FullDelay	0.239705	239705	1	1
1.85837	0	0	81	LastDelay	0.238368	238368	1	1
1.85837	0	0	81	FullDelay	0.238368	238368	1	1
1.86708	1	0	163	LastDelay	0.237081	237081	1	1
1.86708	1	0	163	FullDelay	0.237081	237081	1	1
1.87578	0	0	82	LastDelay	0.235784	235784	1	1
1.87578	0	0	82	FullDelay	0.235784	235784	1	1
1.88446	1	0	164	LastDelay	0.244457	244457	1	1
1.88446	1	0	164	FullDelay	0.244457	244457	1	1
1.89313	1	0	165	LastDelay	0.243129	243129	1	1
1.89313	1	0	165	FullDelay	0.243129	243129	1	1
1.90183	0	0	83	LastDelay	0.241832	241832	1	1
1.90183	0	0	83	FullDelay	0.241832	241832	1	1
1.91054	1	0	167	LastDelay	0.240545	240545	1	1
1.91054	1	0	167	FullDelay	0.240545	240545	1	1
1.91921	0	0	84	LastDelay	0.239208	239208	1	1
1.91921	0	0	84	FullDelay	0.239208	239208	1	1
1.92792	1	0	169	LastDelay	0.237921	237921	1	1
1.92792	1	0	169	FullDelay	0.237921	237921	1	1
1.93662	0	0	85	LastDelay	0.236624	236624	1	1
1.93662	0	0	85	FullDelay	0.236624	236624	1	1
1.9453	1	0	170	LastDelay	0.245297	245297	1	1
1.9453	1	0	170	FullDelay	0.245297	245297	1	1
1.95397	1	0	171	LastDelay	0.243969	243969	1	1
1.95397	1	0	171	FullDelay	0.243969	243969	1	1
1.96267	0	0	86	LastDelay	0.242672	242672	1	1
1.96267	0	0	86	FullDelay	0.242672	242672	1	1
1.97138	1	0	173	LastDelay	0.241385	241385	1	1
1.97138	1	0	173	FullDelay	0.241385	241385	1	1
1.98005	0	0	87	LastDelay	0.240048	240048	1	1
1.98005	0	0	87	FullDelay	0.240048	240048	1	1
1.98876	1	0	175	LastDelay	0.238761	238761	1	1
1.98876	1	0	175	FullDelay	0.238761	238761	1	1
1.99746	0	0	88	LastDelay	0.237464	237464	1	1
1.99746	0	0	88	FullDelay	0.237464	237464	1	1
2.00614	1	0	177	LastDelay	0.236137	236137	1	1
2.00614	1	0	177	FullDelay	0.236137	236137	1	1
2.01484	0	0	89	LastDelay	0.23484	234840	1	1
2.01484	0	0	89	FullDelay	0.23484	234840	1	1
2.02351	1	0	178	LastDelay	0.243513	243513	1	1
2.02351	1	0	178	FullDelay	0.243513	243513	1	1
2.03222	1	0	179	LastDelay	0.242225	242225	1	1
2.03222	1	0	179	FullDelay	0.242225	242225	1	1
2.04093	0	0	90	LastDelay	0.240928	240928	1	1
2.04093	0	0	90	FullDelay	0.240928	240928	1	1
2.0496	1	0	181	LastDelay	0.239601	239601	1	1
2.0496	1	0	181	FullDelay	0.239601	239601	1	1
2.0583	0	0	91	LastDelay	0.238304	238304	1	1
2.0583	0	0	91	FullDelay	0.238304	238304	1	1
2.06702	1	0	183	LastDelay	0.237017	237017	1	1
2.06702	1	0	183	FullDelay	0.237017	237017	1	1
2.07572	0	0	92	LastDelay	0.23572	235720	1	1
2.07572	0	0	92	FullDelay	0.23572	235720	1	1
2.08439	1	0	184	LastDelay	0.244393	244393	1	1
2.08439	1	0	184	FullDelay	0.244393	244393	1	1
2.09306	1	0	185	LastDelay	0.243065	243065	1	1
2.09306	1	0	185	FullDelay	0.243065	243065	1	1
2.10177	0	0	93	LastDelay	0.241768	241768	1	1
2.10177	0	0	93	FullDelay	0.241768	241768	1	1
2.11048	1	0	187	LastDelay	0.240481	240481	1	1
2.11048	1	0	187	FullDelay	0.240481	240481	1	1
2.11918	0	0	94	LastDelay	0.239184	239184	1	1
2.11918	0	0	94	FullDelay	0.239184	239184	1	1
2.12786	1	0	189	LastDelay	0.237857	237857	1	1
2.12786	1	0	189	FullDelay	0.237857	237857	1	1
2.13656	0	0	95	LastDelay	0.23656	236560	1	1
2.13656	0	0	95	FullDelay	0.23656	236560	1	1
2.14523	1	0	190	LastDelay	0.245233	245233	1	1
