Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
17.9946	0	0	896	LastDelay	0.0746064	74606.4	1	1
17.9946	0	0	896	FullDelay	0.0746064	74606.4	1	1
18.0109	1	0	1769	LastDelay	0.320935	320935	1	1
18.0109	1	0	1769	FullDelay	0.320935	320935	1	1
18.0196	0	0	897	LastDelay	0.0796064	79606.4	1	1
18.0196	0	0	897	FullDelay	0.0796064	79606.4	1	1
18.031	0	0	898	LastDelay	0.0709632	70963.2	1	1
18.031	0	0	898	FullDelay	0.0709632	70963.2	1	1
18.0396	1	0	1772	LastDelay	0.319644	319644	1	1
18.0396	1	0	1772	FullDelay	0.319644	319644	1	1
18.051	0	0	899	LastDelay	0.0709632	70963.2	1	1
18.051	0	0	899	FullDelay	0.0709632	70963.2	1	1
18.0609	1	0	1774	LastDelay	0.320935	320935	1	1
18.0609	1	0	1774	FullDelay	0.320935	320935	1	1
18.071	0	0	900	LastDelay	0.0709632	70963.2	1	1
18.071	0	0	900	FullDelay	0.0709632	70963.2	1	1
18.0859	1	0	1777	LastDelay	0.315935	315935	1	1
18.0859	1	0	1777	FullDelay	0.315935	315935	1	1
18.0946	0	0	901	LastDelay	0.0746064	74606.4	1	1
18.0946	0	0	901	FullDelay	0.0746064	74606.4	1	1
18.1109	1	0	1779	LastDelay	0.320935	320935	1	1
18.1109	1	0	1779	FullDelay	0.320935	320935	1	1
18.1196	0	0	902	LastDelay	0.0796064	79606.4	1	1
18.1196	0	0	902	FullDelay	0.0796064	79606.4	1	1
18.131	0	0	903	LastDelay	0.0709632	70963.2	1	1
18.131	0	0	903	FullDelay	0.0709632	70963.2	1	1
18.1396	1	0	1782	LastDelay	0.319644	319644	1	1
18.1396	1	0	1782	FullDelay	0.319644	319644	1	1
18.151	0	0	904	LastDelay	0.0709632	70963.2	1	1
18.151	0	0	904	FullDelay	0.0709632	70963.2	1	1
18.1609	1	0	1784	LastDelay	0.320935	320935	1	1
18.1609	1	0	1784	FullDelay	0.320935	320935	1	1
18.171	0	0	905	LastDelay	0.0709632	70963.2	1	1
18.171	0	0	905	FullDelay	0.0709632	70963.2	1	1
18.1859	1	0	1787	LastDelay	0.315935	315935	1	1
18.1859	1	0	1787	FullDelay	0.315935	315935	1	1
18.1946	0	0	906	LastDelay	0.0746064	74606.4	1	1
18.1946	0	0	906	FullDelay	0.0746064	74606.4	1	1
18.2109	1	0	1789	LastDelay	0.320935	320935	1	1
18.2109	1	0	1789	FullDelay	0.320935	320935	1	1
18.2196	0	0	907	LastDelay	0.0796064	79606.4	1	1
18.2196	0	0	907	FullDelay	0.0796064	79606.4	1	1
18.231	0	0	908	LastDelay	0.0709632	70963.2	1	1
18.231	0	0	908	FullDelay	0.0709632	70963.2	1	1
18.2396	1	0	1792	LastDelay	0.319644	319644	1	1
18.2396	1	0	1792	FullDelay	0.319644	319644	1	1
18.251	0	0	909	LastDelay	0.0709632	70963.2	1	1
18.251	0	0	909	FullDelay	0.0709632	70963.2	1	1
18.2609	1	0	1794	LastDelay	0.320935	320935	1	1
18.2609	1	0	1794	FullDelay	0.320935	320935	1	1
18.271	0	0	910	LastDelay	0.0709632	70963.2	1	1
18.271	0	0	910	FullDelay	0.0709632	70963.2	1	1
18.2859	1	0	1797	LastDelay	0.315935	315935	1	1
18.2859	1	0	1797	FullDelay	0.315935	315935	1	1
18.2946	0	0	911	LastDelay	0.0746064	74606.4	1	1
18.2946	0	0	911	FullDelay	0.0746064	74606.4	1	1
18.3109	1	0	1799	LastDelay	0.320935	320935	1	1
18.3109	1	0	1799	FullDelay	0.320935	320935	1	1
18.3196	0	0	912	LastDelay	0.0796064	79606.4	1	1
18.3196	0	0	912	FullDelay	0.0796064	79606.4	1	1
18.331	0	0	913	LastDelay	0.0709632	70963.2	1	1
18.331	0	0	913	FullDelay	0.0709632	70963.2	1	1
18.3396	1	0	1802	LastDelay	0.319644	319644	1	1
18.3396	1	0	1802	FullDelay	0.319644	319644	1	1
18.351	0	0	914	LastDelay	0.0709632	70963.2	1	1
18.351	0	0	914	FullDelay	0.0709632	70963.2	1	1
18.3609	1	0	1804	LastDelay	0.320935	320935	1	1
18.3609	1	0	1804	FullDelay	0.320935	320935	1	1
18.371	0	0	915	LastDelay	0.0709632	70963.2	1	1
18.371	0	0	915	FullDelay	0.0709632	70963.2	1	1
18.3859	1	0	1807	LastDelay	0.315935	315935	1	1
18.3859	1	0	1807	FullDelay	0.315935	315935	1	1
18.3946	0	0	916	LastDelay	0.0746064	74606.4	1	1
18.3946	0	0	916	FullDelay	0.0746064	74606.4	1	1
18.4109	1	0	1809	LastDelay	0.320935	320935	1	1
18.4109	1	0	1809	FullDelay	0.320935	320935	1	1
18.4196	0	0	917	LastDelay	0.0796064	79606.4	1	1
18.4196	0	0	917	FullDelay	0.0796064	79606.4	1	1
18.431	0	0	918	LastDelay	0.0709632	70963.2	1	1
18.431	0	0	918	FullDelay	0.0709632	70963.2	1	1
18.4396	1	0	1812	LastDelay	0.319644	319644	1	1
18.4396	1	0	1812	FullDelay	0.319644	319644	1	1
18.451	0	0	919	LastDelay	0.0709632	70963.2	1	1
18.451	0	0	919	FullDelay	0.0709632	70963.2	1	1
18.4609	1	0	1814	LastDelay	0.320935	320935	1	1
18.4609	1	0	1814	FullDelay	0.320935	320935	1	1
18.471	0	0	920	LastDelay	0.0709632	70963.2	1	1
18.471	0	0	920	FullDelay	0.0709632	70963.2	1	1
18.4859	1	0	1817	LastDelay	0.315935	315935	1	1
18.4859	1	0	1817	FullDelay	0.315935	315935	1	1
18.4946	0	0	921	LastDelay	0.0746064	74606.4	1	1
18.4946	0	0	921	FullDelay	0.0746064	74606.4	1	1
18.5109	1	0	1819	LastDelay	0.320935	320935	1	1
18.5109	1	0	1819	FullDelay	0.320935	320935	1	1
18.5196	0	0	922	LastDelay	0.0796064	79606.4	1	1
18.5196	0	0	922	FullDelay	0.0796064	79606.4	1	1
18.531	0	0	923	LastDelay	0.0709632	70963.2	1	1
18.531	0	0	923	FullDelay	0.0709632	70963.2	1	1
18.5396	1	0	1822	LastDelay	0.319644	319644	1	1
18.5396	1	0	1822	FullDelay	0.319644	319644	1	1
18.551	0	0	924	LastDelay	0.0709632	70963.2	1	1
18.551	0	0	924	FullDelay	0.0709632	70963.2	1	1
18.5609	1	0	1824	LastDelay	0.320935	320935	1	1
18.5609	1	0	1824	FullDelay	0.320935	320935	1	1
18.571	0	0	925	LastDelay	0.0709632	70963.2	1	1
18.571	0	0	925	FullDelay	0.0709632	70963.2	1	1
18.5859	1	0	1827	LastDelay	0.315935	315935	1	1
18.5859	1	0	1827	FullDelay	0.315935	315935	1	1
18.5946	0	0	926	LastDelay	0.0746064	74606.4	1	1
18.5946	0	0	926	FullDelay	0.0746064	74606.4	1	1
18.6109	1	0	1829	LastDelay	0.320935	320935	1	1
18.6109	1	0	1829	FullDelay	0.320935	320935	1	1
18.6196	0	0	927	LastDelay	0.0796064	79606.4	1	1
18.6196	0	0	927	FullDelay	0.0796064	79606.4	1	1
18.631	0	0	928	LastDelay	0.0709632	70963.2	1	1
18.631	0	0	928	FullDelay	0.0709632	70963.2	1	1
18.6396	1	0	1832	LastDelay	0.319644	319644	1	1
18.6396	1	0	1832	FullDelay	0.319644	319644	1	1
18.651	0	0	929	LastDelay	0.0709632	70963.2	1	1
18.651	0	0	929	FullDelay	0.0709632	70963.2	1	1
18.6609	1	0	1834	LastDelay	0.320935	320935	1	1
18.6609	1	0	1834	FullDelay	0.320935	320935	1	1
18.671	0	0	930	LastDelay	0.0709632	70963.2	1	1
18.671	0	0	930	FullDelay	0.0709632	70963.2	1	1
18.6859	1	0	1837	LastDelay	0.315935	315935	1	1
18.6859	1	0	1837	FullDelay	0.315935	315935	1	1
18.6946	0	0	931	LastDelay	0.0746064	74606.4	1	1
18.6946	0	0	931	FullDelay	0.0746064	74606.4	1	1
18.7109	1	0	1839	LastDelay	0.320935	320935	1	1
18.7109	1	0	1839	FullDelay	0.320935	320935	1	1
18.7196	0	0	932	LastDelay	0.0796064	79606.4	1	1
18.7196	0	0	932	FullDelay	0.0796064	79606.4	1	1
18.731	0	0	933	LastDelay	0.0709632	70963.2	1	1
18.731	0	0	933	FullDelay	0.0709632	70963.2	1	1
18.7396	1	0	1842	LastDelay	0.319644	319644	1	1
18.7396	1	0	1842	FullDelay	0.319644	319644	1	1
18.751	0	0	934	LastDelay	0.0709632	70963.2	1	1
18.751	0	0	934	FullDelay	0.0709632	70963.2	1	1
18.7609	1	0	1844	LastDelay	0.320935	320935	1	1
18.7609	1	0	1844	FullDelay	0.320935	320935	1	1
18.771	0	0	935	LastDelay	0.0709632	70963.2	1	1
18.771	0	0	935	FullDelay	0.0709632	70963.2	1	1
18.7859	1	0	1847	LastDelay	0.315935	315935	1	1
18.7859	1	0	1847	FullDelay	0.315935	315935	1	1
18.7946	0	0	936	LastDelay	0.0746064	74606.4	1	1
18.7946	0	0	936	FullDelay	0.0746064	74606.4	1	1
18.8109	1	0	1849	LastDelay	0.320935	320935	1	1
18.8109	1	0	1849	FullDelay	0.320935	320935	1	1
18.8196	0	0	937	LastDelay	0.0796064	79606.4	1	1
18.8196	0	0	937	FullDelay	0.0796064	79606.4	1	1
18.831	0	0	938	LastDelay	0.0709632	70963.2	1	1
18.831	0	0	938	FullDelay	0.0709632	70963.2	1	1
18.8396	1	0	1852	LastDelay	0.319644	319644	1	1
18.8396	1	0	1852	FullDelay	0.319644	319644	1	1
18.851	0	0	939	LastDelay	0.0709632	70963.2	1	1
18.851	0	0	939	FullDelay	0.0709632	70963.2	1	1
18.8609	1	0	1854	LastDelay	0.320935	320935	1	1
18.8609	1	0	1854	FullDelay	0.320935	320935	1	1
18.871	0	0	940	LastDelay	0.0709632	70963.2	1	1
18.871	0	0	940	FullDelay	0.0709632	70963.2	1	1
18.8859	1	0	1857	LastDelay	0.315935	315935	1	1
18.8859	1	0	1857	FullDelay	0.315935	315935	1	1
18.8946	0	0	941	LastDelay	0.0746064	74606.4	1	1
18.8946	0	0	941	FullDelay	0.0746064	74606.4	1	1
18.9109	1	0	1859	LastDelay	0.320935	320935	1	1
18.9109	1	0	1859	FullDelay	0.320935	320935	1	1
18.9196	0	0	942	LastDelay	0.0796064	79606.4	1	1
18.9196	0	0	942	FullDelay	0.0796064	79606.4	1	1
18.931	0	0	943	LastDelay	0.0709632	70963.2	1	1
18.931	0	0	943	FullDelay	0.0709632	70963.2	1	1
18.9396	1	0	1862	LastDelay	0.319644	319644	1	1
18.9396	1	0	1862	FullDelay	0.319644	319644	1	1
18.951	0	0	944	LastDelay	0.0709632	70963.2	1	1
18.951	0	0	944	FullDelay	0.0709632	70963.2	1	1
18.9609	1	0	1864	LastDelay	0.320935	320935	1	1
18.9609	1	0	1864	FullDelay	0.320935	320935	1	1
18.971	0	0	945	LastDelay	0.0709632	70963.2	1	1
18.971	0	0	945	FullDelay	0.0709632	70963.2	1	1
18.9859	1	0	1867	LastDelay	0.315935	315935	1	1
18.9859	1	0	1867	FullDelay	0.315935	315935	1	1
18.9946	0	0	946	LastDelay	0.0746064	74606.4	1	1
18.9946	0	0	946	FullDelay	0.0746064	74606.4	1	1
19.0109	1	0	1869	LastDelay	0.320935	320935	1	1
19.0109	1	0	1869	FullDelay	0.320935	320935	1	1
19.0196	0	0	947	LastDelay	0.0796064	79606.4	1	1
19.0196	0	0	947	FullDelay	0.0796064	79606.4	1	1
19.031	0	0	948	LastDelay	0.0709632	70963.2	1	1
19.031	0	0	948	FullDelay	0.0709632	70963.2	1	1
19.0396	1	0	1872	LastDelay	0.319644	319644	1	1
19.0396	1	0	1872	FullDelay	0.319644	319644	1	1
19.051	0	0	949	LastDelay	0.0709632	70963.2	1	1
19.051	0	0	949	FullDelay	0.0709632	70963.2	1	1
19.0609	1	0	1874	LastDelay	0.320935	320935	1	1
19.0609	1	0	1874	FullDelay	0.320935	320935	1	1
19.071	0	0	950	LastDelay	0.0709632	70963.2	1	1
19.071	0	0	950	FullDelay	0.0709632	70963.2	1	1
19.0859	1	0	1877	LastDelay	0.315935	315935	1	1
19.0859	1	0	1877	FullDelay	0.315935	315935	1	1
19.0946	0	0	951	LastDelay	0.0746064	74606.4	1	1
19.0946	0	0	951	FullDelay	0.0746064	74606.4	1	1
19.1109	1	0	1879	LastDelay	0.320935	320935	1	1
19.1109	1	0	1879	FullDelay	0.320935	320935	1	1
19.1196	0	0	952	LastDelay	0.0796064	79606.4	1	1
19.1196	0	0	952	FullDelay	0.0796064	79606.4	1	1
19.131	0	0	953	LastDelay	0.0709632	70963.2	1	1
19.131	0	0	953	FullDelay	0.0709632	70963.2	1	1
19.1396	1	0	1882	LastDelay	0.319644	319644	1	1
19.1396	1	0	1882	FullDelay	0.319644	319644	1	1
19.151	0	0	954	LastDelay	0.0709632	70963.2	1	1
19.151	0	0	954	FullDelay	0.0709632	70963.2	1	1
19.1609	1	0	1884	LastDelay	0.320935	320935	1	1
19.1609	1	0	1884	FullDelay	0.320935	320935	1	1
19.171	0	0	955	LastDelay	0.0709632	70963.2	1	1
19.171	0	0	955	FullDelay	0.0709632	70963.2	1	1
19.1859	1	0	1887	LastDelay	0.315935	315935	1	1
19.1859	1	0	1887	FullDelay	0.315935	315935	1	1
19.1946	0	0	956	LastDelay	0.0746064	74606.4	1	1
19.1946	0	0	956	FullDelay	0.0746064	74606.4	1	1
19.2109	1	0	1889	LastDelay	0.320935	320935	1	1
19.2109	1	0	1889	FullDelay	0.320935	320935	1	1
19.2196	0	0	957	LastDelay	0.0796064	79606.4	1	1
19.2196	0	0	957	FullDelay	0.0796064	79606.4	1	1
19.231	0	0	958	LastDelay	0.0709632	70963.2	1	1
19.231	0	0	958	FullDelay	0.0709632	70963.2	1	1
19.2396	1	0	1892	LastDelay	0.319644	319644	1	1
19.2396	1	0	1892	FullDelay	0.319644	319644	1	1
19.251	0	0	959	LastDelay	0.0709632	70963.2	1	1
19.251	0	0	959	FullDelay	0.0709632	70963.2	1	1
19.2609	1	0	1894	LastDelay	0.320935	320935	1	1
19.2609	1	0	1894	FullDelay	0.320935	320935	1	1
19.271	0	0	960	LastDelay	0.0709632	70963.2	1	1
19.271	0	0	960	FullDelay	0.0709632	70963.2	1	1
19.2859	1	0	1897	LastDelay	0.315935	315935	1	1
19.2859	1	0	1897	FullDelay	0.315935	315935	1	1
19.2946	0	0	961	LastDelay	0.0746064	74606.4	1	1
19.2946	0	0	961	FullDelay	0.0746064	74606.4	1	1
19.3109	1	0	1899	LastDelay	0.320935	320935	1	1
19.3109	1	0	1899	FullDelay	0.320935	320935	1	1
19.3196	0	0	962	LastDelay	0.0796064	79606.4	1	1
19.3196	0	0	962	FullDelay	0.0796064	79606.4	1	1
19.331	0	0	963	LastDelay	0.0709632	70963.2	1	1
19.331	0	0	963	FullDelay	0.0709632	70963.2	1	1
19.3396	1	0	1902	LastDelay	0.319644	319644	1	1
19.3396	1	0	1902	FullDelay	0.319644	319644	1	1
19.351	0	0	964	LastDelay	0.0709632	70963.2	1	1
19.351	0	0	964	FullDelay	0.0709632	70963.2	1	1
19.3609	1	0	1904	LastDelay	0.320935	320935	1	1
19.3609	1	0	1904	FullDelay	0.320935	320935	1	1
19.371	0	0	965	LastDelay	0.0709632	70963.2	1	1
19.371	0	0	965	FullDelay	0.0709632	70963.2	1	1
19.3859	1	0	1907	LastDelay	0.315935	315935	1	1
19.3859	1	0	1907	FullDelay	0.315935	315935	1	1
19.3946	0	0	966	LastDelay	0.0746064	74606.4	1	1
19.3946	0	0	966	FullDelay	0.0746064	74606.4	1	1
19.4109	1	0	1909	LastDelay	0.320935	320935	1	1
19.4109	1	0	1909	FullDelay	0.320935	320935	1	1
19.4196	0	0	967	LastDelay	0.0796064	79606.4	1	1
19.4196	0	0	967	FullDelay	0.0796064	79606.4	1	1
19.431	0	0	968	LastDelay	0.0709632	70963.2	1	1
19.431	0	0	968	FullDelay	0.0709632	70963.2	1	1
19.4396	1	0	1912	LastDelay	0.319644	319644	1	1
19.4396	1	0	1912	FullDelay	0.319644	319644	1	1
19.451	0	0	969	LastDelay	0.0709632	70963.2	1	1
19.451	0	0	969	FullDelay	0.0709632	70963.2	1	1
19.4609	1	0	1914	LastDelay	0.320935	320935	1	1
19.4609	1	0	1914	FullDelay	0.320935	320935	1	1
19.471	0	0	970	LastDelay	0.0709632	70963.2	1	1
19.471	0	0	970	FullDelay	0.0709632	70963.2	1	1
19.4859	1	0	1917	LastDelay	0.315935	315935	1	1
19.4859	1	0	1917	FullDelay	0.315935	315935	1	1
19.4946	0	0	971	LastDelay	0.0746064	74606.4	1	1
19.4946	0	0	971	FullDelay	0.0746064	74606.4	1	1
19.5109	1	0	1919	LastDelay	0.320935	320935	1	1
19.5109	1	0	1919	FullDelay	0.320935	320935	1	1
19.5196	0	0	972	LastDelay	0.0796064	79606.4	1	1
19.5196	0	0	972	FullDelay	0.0796064	79606.4	1	1
19.531	0	0	973	LastDelay	0.0709632	70963.2	1	1
19.531	0	0	973	FullDelay	0.0709632	70963.2	1	1
19.5396	1	0	1922	LastDelay	0.319644	319644	1	1
19.5396	1	0	1922	FullDelay	0.319644	319644	1	1
19.551	0	0	974	LastDelay	0.0709632	70963.2	1	1
19.551	0	0	974	FullDelay	0.0709632	70963.2	1	1
19.5609	1	0	1924	LastDelay	0.320935	320935	1	1
19.5609	1	0	1924	FullDelay	0.320935	320935	1	1
19.571	0	0	975	LastDelay	0.0709632	70963.2	1	1
19.571	0	0	975	FullDelay	0.0709632	70963.2	1	1
19.5859	1	0	1927	LastDelay	0.315935	315935	1	1
19.5859	1	0	1927	FullDelay	0.315935	315935	1	1
19.5946	0	0	976	LastDelay	0.0746064	74606.4	1	1
19.5946	0	0	976	FullDelay	0.0746064	74606.4	1	1
19.6109	1	0	1929	LastDelay	0.320935	320935	1	1
19.6109	1	0	1929	FullDelay	0.320935	320935	1	1
19.6196	0	0	977	LastDelay	0.0796064	79606.4	1	1
19.6196	0	0	977	FullDelay	0.0796064	79606.4	1	1
19.631	0	0	978	LastDelay	0.0709632	70963.2	1	1
19.631	0	0	978	FullDelay	0.0709632	70963.2	1	1
19.6396	1	0	1932	LastDelay	0.319644	319644	1	1
19.6396	1	0	1932	FullDelay	0.319644	319644	1	1
19.651	0	0	979	LastDelay	0.0709632	70963.2	1	1
19.651	0	0	979	FullDelay	0.0709632	70963.2	1	1
19.6609	1	0	1934	LastDelay	0.320935	320935	1	1
19.6609	1	0	1934	FullDelay	0.320935	320935	1	1
19.671	0	0	980	LastDelay	0.0709632	70963.2	1	1
19.671	0	0	980	FullDelay	0.0709632	70963.2	1	1
19.6859	1	0	1937	LastDelay	0.315935	315935	1	1
19.6859	1	0	1937	FullDelay	0.315935	315935	1	1
19.6946	0	0	981	LastDelay	0.0746064	74606.4	1	1
19.6946	0	0	981	FullDelay	0.0746064	74606.4	1	1
19.7109	1	0	1939	LastDelay	0.320935	320935	1	1
19.7109	1	0	1939	FullDelay	0.320935	320935	1	1
19.7196	0	0	982	LastDelay	0.0796064	79606.4	1	1
19.7196	0	0	982	FullDelay	0.0796064	79606.4	1	1
19.731	0	0	983	LastDelay	0.0709632	70963.2	1	1
19.731	0	0	983	FullDelay	0.0709632	70963.2	1	1
19.7396	1	0	1942	LastDelay	0.319644	319644	1	1
19.7396	1	0	1942	FullDelay	0.319644	319644	1	1
19.751	0	0	984	LastDelay	0.0709632	70963.2	1	1
19.751	0	0	984	FullDelay	0.0709632	70963.2	1	1
19.7609	1	0	1944	LastDelay	0.320935	320935	1	1
19.7609	1	0	1944	FullDelay	0.320935	320935	1	1
19.771	0	0	985	LastDelay	0.0709632	70963.2	1	1
19.771	0	0	985	FullDelay	0.0709632	70963.2	1	1
19.7859	1	0	1947	LastDelay	0.315935	315935	1	1
19.7859	1	0	1947	FullDelay	0.315935	315935	1	1
19.7946	0	0	986	LastDelay	0.0746064	74606.4	1	1
19.7946	0	0	986	FullDelay	0.0746064	74606.4	1	1
19.8109	1	0	1949	LastDelay	0.320935	320935	1	1
19.8109	1	0	1949	FullDelay	0.320935	320935	1	1
19.8196	0	0	987	LastDelay	0.0796064	79606.4	1	1
19.8196	0	0	987	FullDelay	0.0796064	79606.4	1	1
19.831	0	0	988	LastDelay	0.0709632	70963.2	1	1
19.831	0	0	988	FullDelay	0.0709632	70963.2	1	1
19.8396	1	0	1952	LastDelay	0.319644	319644	1	1
19.8396	1	0	1952	FullDelay	0.319644	319644	1	1
19.851	0	0	989	LastDelay	0.0709632	70963.2	1	1
19.851	0	0	989	FullDelay	0.0709632	70963.2	1	1
19.8609	1	0	1954	LastDelay	0.320935	320935	1	1
19.8609	1	0	1954	FullDelay	0.320935	320935	1	1
19.871	0	0	990	LastDelay	0.0709632	70963.2	1	1
19.871	0	0	990	FullDelay	0.0709632	70963.2	1	1
19.8859	1	0	1957	LastDelay	0.315935	315935	1	1
19.8859	1	0	1957	FullDelay	0.315935	315935	1	1
19.8946	0	0	991	LastDelay	0.0746064	74606.4	1	1
19.8946	0	0	991	FullDelay	0.0746064	74606.4	1	1
19.9109	1	0	1959	LastDelay	0.320935	320935	1	1
19.9109	1	0	1959	FullDelay	0.320935	320935	1	1
19.9196	0	0	992	LastDelay	0.0796064	79606.4	1	1
19.9196	0	0	992	FullDelay	0.0796064	79606.4	1	1
19.931	0	0	993	LastDelay	0.0709632	70963.2	1	1
19.931	0	0	993	FullDelay	0.0709632	70963.2	1	1
19.9396	1	0	1962	LastDelay	0.319644	319644	1	1
19.9396	1	0	1962	FullDelay	0.319644	319644	1	1
19.951	0	0	994	LastDelay	0.0709632	70963.2	1	1
19.951	0	0	994	FullDelay	0.0709632	70963.2	1	1
19.9609	1	0	1964	LastDelay	0.320935	320935	1	1
19.9609	1	0	1964	FullDelay	0.320935	320935	1	1
19.971	0	0	995	LastDelay	0.0709632	70963.2	1	1
19.971	0	0	995	FullDelay	0.0709632	70963.2	1	1
19.9859	1	0	1967	LastDelay	0.315935	315935	1	1
19.9859	1	0	1967	FullDelay	0.315935	315935	1	1
19.9946	0	0	996	LastDelay	0.0746064	74606.4	1	1
19.9946	0	0	996	FullDelay	0.0746064	74606.4	1	1
20.0109	1	0	1969	LastDelay	0.320935	320935	1	1
20.0109	1	0	1969	FullDelay	0.320935	320935	1	1
20.0196	0	0	997	LastDelay	0.0796064	79606.4	1	1
20.0196	0	0	997	FullDelay	0.0796064	79606.4	1	1
20.031	0	0	998	LastDelay	0.0709632	70963.2	1	1
20.031	0	0	998	FullDelay	0.0709632	70963.2	1	1
20.0396	1	0	1972	LastDelay	0.319644	319644	1	1
20.0396	1	0	1972	FullDelay	0.319644	319644	1	1
20.051	0	0	999	LastDelay	0.0709632	70963.2	1	1
20.051	0	0	999	FullDelay	0.0709632	70963.2	1	1
20.0609	1	0	1974	LastDelay	0.320935	320935	1	1
20.0609	1	0	1974	FullDelay	0.320935	320935	1	1
20.071	0	0	1000	LastDelay	0.0709632	70963.2	1	1
20.071	0	0	1000	FullDelay	0.0709632	70963.2	1	1
20.0859	1	0	1977	LastDelay	0.315935	315935	1	1
20.0859	1	0	1977	FullDelay	0.315935	315935	1	1
20.0946	0	0	1001	LastDelay	0.0746064	74606.4	1	1
20.0946	0	0	1001	FullDelay	0.0746064	74606.4	1	1
20.1109	1	0	1979	LastDelay	0.320935	320935	1	1
20.1109	1	0	1979	FullDelay	0.320935	320935	1	1
20.1196	0	0	1002	LastDelay	0.0796064	79606.4	1	1
20.1196	0	0	1002	FullDelay	0.0796064	79606.4	1	1
20.131	0	0	1003	LastDelay	0.0709632	70963.2	1	1
20.131	0	0	1003	FullDelay	0.0709632	70963.2	1	1
20.1396	1	0	1982	LastDelay	0.319644	319644	1	1
20.1396	1	0	1982	FullDelay	0.319644	319644	1	1
20.151	0	0	1004	LastDelay	0.0709632	70963.2	1	1
20.151	0	0	1004	FullDelay	0.0709632	70963.2	1	1
20.1609	1	0	1984	LastDelay	0.320935	320935	1	1
20.1609	1	0	1984	FullDelay	0.320935	320935	1	1
20.171	0	0	1005	LastDelay	0.0709632	70963.2	1	1
20.171	0	0	1005	FullDelay	0.0709632	70963.2	1	1
20.1859	1	0	1987	LastDelay	0.315935	315935	1	1
20.1859	1	0	1987	FullDelay	0.315935	315935	1	1
20.1946	0	0	1006	LastDelay	0.0746064	74606.4	1	1
20.1946	0	0	1006	FullDelay	0.0746064	74606.4	1	1
20.2109	1	0	1989	LastDelay	0.320935	320935	1	1
20.2109	1	0	1989	FullDelay	0.320935	320935	1	1
20.2196	0	0	1007	LastDelay	0.0796064	79606.4	1	1
20.2196	0	0	1007	FullDelay	0.0796064	79606.4	1	1
20.231	0	0	1008	LastDelay	0.0709632	70963.2	1	1
20.231	0	0	1008	FullDelay	0.0709632	70963.2	1	1
20.2396	1	0	1992	LastDelay	0.319644	319644	1	1
20.2396	1	0	1992	FullDelay	0.319644	319644	1	1
20.251	0	0	1009	LastDelay	0.0709632	70963.2	1	1
20.251	0	0	1009	FullDelay	0.0709632	70963.2	1	1
20.2609	1	0	1994	LastDelay	0.320935	320935	1	1
20.2609	1	0	1994	FullDelay	0.320935	320935	1	1
20.271	0	0	1010	LastDelay	0.0709632	70963.2	1	1
20.271	0	0	1010	FullDelay	0.0709632	70963.2	1	1
20.2859	1	0	1997	LastDelay	0.315935	315935	1	1
20.2859	1	0	1997	FullDelay	0.315935	315935	1	1
20.2946	0	0	1011	LastDelay	0.0746064	74606.4	1	1
20.2946	0	0	1011	FullDelay	0.0746064	74606.4	1	1
20.3109	1	0	1999	LastDelay	0.320935	320935	1	1
20.3109	1	0	1999	FullDelay	0.320935	320935	1	1
20.3196	0	0	1012	LastDelay	0.0796064	79606.4	1	1
20.3196	0	0	1012	FullDelay	0.0796064	79606.4	1	1
20.331	0	0	1013	LastDelay	0.0709632	70963.2	1	1
20.331	0	0	1013	FullDelay	0.0709632	70963.2	1	1
20.3396	1	0	2002	LastDelay	0.319644	319644	1	1
20.3396	1	0	2002	FullDelay	0.319644	319644	1	1
20.351	0	0	1014	LastDelay	0.0709632	70963.2	1	1
20.351	0	0	1014	FullDelay	0.0709632	70963.2	1	1
20.3609	1	0	2004	LastDelay	0.320935	320935	1	1
20.3609	1	0	2004	FullDelay	0.320935	320935	1	1
20.371	0	0	1015	LastDelay	0.0709632	70963.2	1	1
20.371	0	0	1015	FullDelay	0.0709632	70963.2	1	1
20.3859	1	0	2007	LastDelay	0.315935	315935	1	1
20.3859	1	0	2007	FullDelay	0.315935	315935	1	1
20.3946	0	0	1016	LastDelay	0.0746064	74606.4	1	1
20.3946	0	0	1016	FullDelay	0.0746064	74606.4	1	1
20.4109	1	0	2009	LastDelay	0.320935	320935	1	1
20.4109	1	0	2009	FullDelay	0.320935	320935	1	1
20.4196	0	0	1017	LastDelay	0.0796064	79606.4	1	1
20.4196	0	0	1017	FullDelay	0.0796064	79606.4	1	1
20.431	0	0	1018	LastDelay	0.0709632	70963.2	1	1
20.431	0	0	1018	FullDelay	0.0709632	70963.2	1	1
20.4396	1	0	2012	LastDelay	0.319644	319644	1	1
20.4396	1	0	2012	FullDelay	0.319644	319644	1	1
20.451	0	0	1019	LastDelay	0.0709632	70963.2	1	1
20.451	0	0	1019	FullDelay	0.0709632	70963.2	1	1
20.4609	1	0	2014	LastDelay	0.320935	320935	1	1
20.4609	1	0	2014	FullDelay	0.320935	320935	1	1
20.471	0	0	1020	LastDelay	0.0709632	70963.2	1	1
20.471	0	0	1020	FullDelay	0.0709632	70963.2	1	1
20.4859	1	0	2017	LastDelay	0.315935	315935	1	1
20.4859	1	0	2017	FullDelay	0.315935	315935	1	1
20.4946	0	0	1021	LastDelay	0.0746064	74606.4	1	1
20.4946	0	0	1021	FullDelay	0.0746064	74606.4	1	1
